ID_code,Location,Lat,Long,Elevation,Location.description,Notes,Alex.GPS.point,Collector,Avg.Temp,Julyhigh,Julylow,JulyPrecip(mm),GroupName,Group,QubitPCR.Conc,Ext.Qubit.conc.,Ext.260.280,Ext.260.230,Volume.to.pool.1,Leaf_date,Weight.of.sample..mg.,Numb.leaves,Leaf_weight,Sampling.Notes.y,DOY,Date,Flowering.date,Pop,Id,Pop_shift,Lat_shift,Long_shift,LocationName,Ice_time
PopDEN_4,Denali,63.0769167,-146.2230278,1022,Coll#1193,,,MichaelMoody,7,,,,AK2,Alaska,64.4,55.8,1.61,0.89,3.881987578,2018-02-06,21,21,1,,212,July312017,,DEN,4,DEN,63.0769167,-146.2230278,DenaliAlaska,12.5
PopDEN_4u,Denali,63.0769167,-146.2230278,1022,Coll#1193,,,MichaelMoody,7,,,,AK2,Alaska,63,236,,,3.968253968,,,,,,212,July312017,,DEN,4u,DEN,63.0769167,-146.2230278,DenaliAlaska,12.5
PopDEN_5,Denali,63.0769167,-146.2230278,1022,Coll#1193,,,MichaelMoody,7,,,,AK2,Alaska,71.2,105,1.55,0.83,3.511235955,2018-02-06,24,33,0.727272727,,212,July312017,,DEN,5,DEN,63.0769167,-146.2230278,DenaliAlaska,12.5
PopDEN_55,Denali,63.0769167,-146.2230278,1022,Coll#1193,,,MichaelMoody,7,,,,AK2,Alaska,77.8,284,,,3.213367609,,,,,,212,July312017,,DEN,5u,DEN,63.0769167,-146.2230278,DenaliAlaska,12.5
PopDLG_10,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,60,204,,,4.166666667,,,,,,180,2017-06-29,175,DLG,10,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_11,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,61.2,222,,,4.08496732,,,,,,180,2017-06-29,175,DLG,11,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_12,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,50.8,192,,,4.921259843,,,,,,180,2017-06-29,175,DLG,12,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_13,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,30.2,54.8,1.47,0.73,8.278145695,2018-03-07,23,21,1.095238095,duplicate,180,2017-06-29,175,DLG,13,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_14,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,57.4,138,,,4.355400697,,,,,,180,2017-06-29,175,DLG,14,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_16,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,74,198,,,3.378378378,,,,,,180,2017-06-29,175,DLG,16,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_17,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,55.4,252,,,4.512635379,,,,,,180,2017-06-29,175,DLG,17,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_7,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,41.8,65.2,1.77,1.17,5.980861244,2018-03-07,24,23,1.043478261,duplicate,180,2017-06-29,175,DLG,7,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_8,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,64,280,,,3.90625,,,,,,180,2017-06-29,175,DLG,8,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDLG_9,Lyngmarksfjeld,69.2703,-53.5635,390,,,,PerMolgaard,6,,,,GREEN,Greenland,52.4,78.8,1.35,0.75,4.770992366,2018-03-07,23,35,0.657142857,duplicate,180,2017-06-29,175,DLG,9,DLG,72,-58,DiskoLyngmarksfjeldGreenland,11.5
PopDQG_1,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,62.8,135,,,3.98089172,,,,,,182,2017-07-01,175,DQG,1,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_10,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,70.2,81,1.7,1.03,3.561253561,2018-03-07,23,19,1.210526316,duplicate,182,2017-07-01,175,DQG,10,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_11,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,57.8,119,,,4.325259516,,,,,,182,2017-07-01,175,DQG,11,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_12,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,52.6,27.8,1.77,1.1,4.752851711,2018-03-08,23,22,1.045454545,,182,2017-07-01,175,DQG,12,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_13,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,31.4,101,,,7.961783439,,,,,,182,2017-07-01,175,DQG,13,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_14,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,62.8,266,,,3.98089172,,,,,,182,2017-07-01,175,DQG,14,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_2,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,64,48.4,1.56,0.94,3.90625,2018-03-07,25,24,1.041666667,duplicate,182,2017-07-01,175,DQG,2,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_3,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,63.2,236,,,3.955696203,,,,,,182,2017-07-01,175,DQG,3,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_4,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,57.2,248,,,4.370629371,,,,,,182,2017-07-01,175,DQG,4,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopDQG_6,Qeqertarsuaq,69.2541,-53.5176,20,,,,PerMolgaard,7,,,,GREEN,Greenland,39.4,119,,,6.345177665,,,,,,182,2017-07-01,175,DQG,6,DQG,71,-47,DiskoQeqertarsuaqGreenland,11.5
PopEUR_1,Eureka,79.99759444,-85.81643889,,707,,,PaulSokoloff,,,,,ELL1,Nunavut,68.2,37.6,1.67,0.93,3.66568915,2018-02-27,22,38,0.578947368,,191,July112016,,EUR,1,FOS,83,-107,EurekaNunavut,8.5
PopEUR_21,Eureka,79.99759444,-85.81643889,,707,,,PaulSokoloff,,,,,ELL1,Nunavut,71.4,38.2,1.66,0.98,3.50140056,2018-02-27,23,36,0.638888889,,192,July112017,,EUR,21,FOS,83,-107,EurekaNunavut,8.5
PopEUR_22,Eureka,79.99759444,-85.81643889,,707,,,PaulSokoloff,,,,,ELL1,Nunavut,75.2,85,1.71,1.06,3.324468085,2018-02-27,18,26,0.692307692,,192,July112017,,EUR,22,FOS,83,-107,EurekaNunavut,8.5
PopEUR_34,Eureka,79.99759444,-85.81643889,,707,,,PaulSokoloff,,,,,ELL1,Nunavut,23.6,80.2,,,10.59322034,,,,,,192,July112017,,EUR,34,FOS,83,-107,EurekaNunavut,8.5
PopEUR_5,Eureka,79.99759444,-85.81643889,,707,,,PaulSokoloff,,,,,ELL1,Nunavut,74,33.8,1.74,1.09,3.378378378,2018-02-27,21,24,0.875,,192,July112017,,EUR,5,FOS,83,-107,EurekaNunavut,8.5
PopFOS_2,Fosheim,80.12105556,-84.80794444,,656,,,PaulSokoloff,,,,,ELL1,Nunavut,66.8,71.8,,,3.74251497,,,,,,188,July72017,,FOS,2,FOS,83,-107,FosheimPeninsula,8.5
PopFOS_3,Fosheim,80.12105556,-84.80794444,,656,,,PaulSokoloff,,,,,ELL1,Nunavut,54,15.8,1.83,1.72,4.62962963,2018-02-27,21,26,0.807692308,,188,July72017,,FOS,3,FOS,83,-107,FosheimPeninsula,8.5
PopFOS_7,Fosheim,80.12105556,-84.80794444,,656,,,PaulSokoloff,,,,,ELL1,Nunavut,70.6,18.6,1.58,0.73,3.541076487,2018-02-27,23,51,0.450980392,,188,July72017,,FOS,7,FOS,83,-107,FosheimPeninsula,8.5
PopFOS_8,Fosheim,80.12105556,-84.80794444,,656,,,PaulSokoloff,,,,,ELL1,Nunavut,67.8,99.8,,,3.687315634,,,,,,188,July72017,,FOS,8,FOS,83,-107,FosheimPeninsula,8.5
PopGEN_1,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,103,69.8,1.47,1.06,2.427184466,2018-02-09,23,36,0.638888889,,231,Aug192017,,GEN,1,GEN,50.4,-119,GentianPeak,10.5
PopGEN_10,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,77.6,68,1.75,1.27,3.221649485,2018-02-15,16,26,0.615384615,,231,Aug192017,,GEN,10,GEN,50.4,-119,GentianPeak,10.5
PopGEN_2,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,69.6,70.6,1.56,0.9,3.591954023,2018-02-09,20,35,0.571428571,,231,Aug192017,,GEN,2,GEN,50.4,-119,GentianPeak,10.5
PopGEN_3,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,73.2,61,1.56,0.79,3.415300546,2018-02-09,22,43,0.511627907,,231,Aug192017,,GEN,3,GEN,50.4,-119,GentianPeak,10.5
PopGEN_4,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,75.6,38.2,1.56,0.81,3.306878307,2018-02-09,25,36,0.694444444,,231,Aug192017,,GEN,4,GEN,50.4,-119,GentianPeak,10.5
PopGEN_5,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,71,67.4,1.43,0.67,3.521126761,2018-02-09,20,30,0.666666667,,231,Aug192017,,GEN,5,GEN,50.4,-119,GentianPeak,10.5
PopGEN_6,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,66.6,42,1.69,0.95,3.753753754,2018-02-09,20,29,0.689655172,,231,Aug192017,,GEN,6,GEN,50.4,-119,GentianPeak,10.5
PopGEN_7,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,60.6,44.4,1.61,0.75,4.125412541,2018-02-09,23,45,0.511111111,,231,Aug192017,,GEN,7,GEN,50.4,-119,GentianPeak,10.5
PopGEN_8,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,62.2,40.2,1.71,0.94,4.019292605,2018-02-09,20,22,0.909090909,,231,Aug192017,,GEN,8,GEN,50.4,-119,GentianPeak,10.5
PopGEN_9,GentianPeak,49.9511,-122.99,2197,atthesummit,,,CassandraElphinstone,,14,4,48,CT,BCtet,80.2,50,1.72,1.04,3.117206983,2018-02-15,24,31,0.774193548,,231,Aug192017,,GEN,9,GEN,50.4,-119,GentianPeak,10.5
PopGF_1,Grise,76.4261,-82.9094,,byairport,,,CassandraElphinstone,5,-1,-2,20,ELL2,Nunavut,74,16.4,1.71,0.96,3.378378378,2018-03-01,21,36,0.583333333,,222,August102017,,GF,1,GF,75,-93,GriseFiord,9.5
PopGF_3,Grise,76.4261,-82.9094,,byairport,,,CassandraElphinstone,5,-1,-2,20,ELL2,Nunavut,62.6,31.8,1.63,0.89,3.993610224,2018-03-01,21,24,0.875,,222,August102017,,GF,3,GF,75,-93,GriseFiord,9.5
PopGF_4,Grise,76.4261,-82.9094,,byairport,,,CassandraElphinstone,5,-1,-2,20,ELL2,Nunavut,94.2,32.4,1.77,1.26,2.653927813,2018-03-01,21,43,0.488372093,,222,August102017,,GF,4,GF,75,-93,GriseFiord,9.5
PopGF_5,Grise,76.4261,-82.9094,,byairport,,,CassandraElphinstone,5,-1,-2,20,ELL2,Nunavut,74.2,23.6,1.66,0.9,3.369272237,2018-03-01,23,35,0.657142857,,222,August102018,,GF,5,GF,75,-93,GriseFiord,9.5
PopHAR_1,HarrisonHut,50.526481,-123.435466,1561,inforestontrail,,,CassandraElphinstone,,,,,CM,BCmer,30.4,80.4,1.37,0.54,8.223684211,,,,,,169,June182017,,HAR,1,MER,53,-124,HarrisonHut,10.5
PopHAR_13,HarrisonHut,50.520663,-123.431903,1720,HarrisonHut,,,CassandraElphinstone,,,,,CM,BCmer,16.5,86.2,1.38,0.6,15.15151515,,,,,,169,June182017,,HAR,13,MER,53,-124,HarrisonHut,10.5
PopHAR_21,HarrisonHut,50.523183,-123.434188,1679,inforestontrail,,,CassandraElphinstone,,,,,CM,BCmer,56.6,54.6,1.47,0.85,4.416961131,,,,,,169,June182017,,HAR,21,MER,53,-124,HarrisonHut,10.5
PopHAR_27,HarrisonHut,50.526481,-123.435466,1562,inforestontrail,,,CassandraElphinstone,,,,,CM,BCmer,18.1,106,1.5,0.46,13.8121547,,,,,,169,June182017,,HAR,27,MER,53,-124,HarrisonHut,10.5
PopHAR_30,HarrisonHut,50.526481,-123.435466,1562,inforestontrail,,,CassandraElphinstone,,,,,CM,BCmer,28.4,105,1.48,1.03,8.802816901,,,,,,169,June182017,,HAR,30,MER,53,-124,HarrisonHut,10.5
PopHAR_6,HarrisonHut,50.51508,-123.427763,1824,baseofmoraineabovehut,,,CassandraElphinstone,,,,,CM,BCmer,20.4,81.6,1.42,0.56,12.25490196,,,,,,169,June182017,,HAR,6,MER,53,-124,HarrisonHut,10.5
PopHAR_8,HarrisonHut,50.513698,-123.427335,1864,bylakeandmoraineabovehut,,,CassandraElphinstone,,,,,CM,BCmer,42.6,106,1.35,0.59,5.868544601,,,,,,169,June182017,,HAR,8,MER,53,-124,HarrisonHut,10.5
PopHAZ_18,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,69,169,,,3.623188406,,,,,,197,July162017,,HAZ,18,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_20,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,60.8,62.2,1.86,1.9,4.111842105,2018-03-05,25,37,0.675675676,,197,July162017,,HAZ,20,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_22,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,55.2,90,1.43,1.03,4.528985507,2018-03-05,25,21,1.19047619,,197,July162017,,HAZ,22,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_24,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,85.6,44.2,1.75,1.21,2.920560748,2018-03-05,20,19,1.052631579,,197,July162017,,HAZ,24,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_26,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,81.2,126,,,3.078817734,,,,,,197,July162017,,HAZ,26,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_29,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,71.4,147,,,3.50140056,,,,,,197,July162017,,HAZ,29,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_33,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,64.6,57.2,1.33,0.87,3.86996904,2018-03-05,22,20,1.1,,197,July162017,,HAZ,33,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_34,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,26.2,77.6,,,9.541984733,,,,,,197,July162017,,HAZ,34,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_6,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,80.4,56,1.42,1.04,3.109452736,2018-03-05,24,23,1.043478261,,197,July162017,,HAZ,6,HAZ,85,-55,LakeHazenNunavut,5.5
PopHAZ_9,LakeHazen,81.82744444,-71.33658333,,796,,,PaulSokoloff,,,,,ELL2,Nunavut,55,145,,,4.545454545,,,,,,197,July162017,,HAZ,9,HAZ,85,-55,LakeHazenNunavut,5.5
PopIG_10,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,53,250,,,4.716981132,,,,,,177,2017-06-26,175,IG,10,IG,67,-47,IlulissatGreenland,9.5
PopIG_12,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,67.4,220,,,3.709198813,,,,,,177,2017-06-26,175,IG,12,IG,67,-47,IlulissatGreenland,9.5
PopIG_14,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,42.8,50,1.6,0.81,5.841121495,2018-03-08,25,22,1.136363636,,177,2017-06-26,175,IG,14,IG,67,-47,IlulissatGreenland,9.5
PopIG_2,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,5.84,53.8,1.83,1.77,42.80821918,2018-03-08,23,23,1,,177,2017-06-26,175,IG,2,IG,67,-47,IlulissatGreenland,9.5
PopIG_3,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,47.2,394,,,5.296610169,,,,,,177,2017-06-26,175,IG,3,IG,67,-47,IlulissatGreenland,9.5
PopIG_4,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,48.2,296,,,5.186721992,,,,,,177,2017-06-26,175,IG,4,IG,67,-47,IlulissatGreenland,9.5
PopIG_5,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,28.4,43.2,1.78,1.45,8.802816901,2018-03-08,25,19,1.315789474,,177,2017-06-26,175,IG,5,IG,67,-47,IlulissatGreenland,9.5
PopIG_6,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,55.2,368,,,4.528985507,,,,,,177,2017-06-26,175,IG,6,IG,67,-47,IlulissatGreenland,9.5
PopIG_8,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,4.58,362,,,54.58515284,,,,,,177,2017-06-26,175,IG,8,IG,67,-47,IlulissatGreenland,9.5
PopIG_9,Ilulissat,69.207,-51.105,55,,,,PerMolgaard,7,,,,GREEN,Greenland,61.8,210,,,4.045307443,,,,,,177,2017-06-26,175,IG,9,IG,67,-47,IlulissatGreenland,9.5
PopIMN_1,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,65.2,61.6,1.81,1.39,3.834355828,2018-02-01,22,30,0.733333333,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,1,IMN,67,-140,ImnavaitCreek,20
PopIMN_11,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,47.8,76,1.51,0.61,5.230125523,,,,,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,11,IMN,67,-140,ImnavaitCreek,20
PopIMN_13,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,41.6,38.6,1.8,1.36,6.009615385,2018-02-01,22,35,0.628571429,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,13,IMN,67,-140,ImnavaitCreek,20
PopIMN_15,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,49.8,88.6,1.54,1.12,5.020080321,,,,,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,15,IMN,67,-140,ImnavaitCreek,20
PopIMN_17,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,41.4,18,1.57,1.02,6.038647343,2018-02-01,23,37,0.621621622,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,17,IMN,67,-140,ImnavaitCreek,20
PopIMN_2,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,64.8,134,1.58,0.7,3.858024691,,,,,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,2,IMN,67,-140,ImnavaitCreek,20
PopIMN_20,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,30.8,105,1.52,0.6,8.116883117,,,,,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,20,IMN,67,-140,ImnavaitCreek,20
PopIMN_21,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,50,154,1.56,0.65,5,,,,,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,21,IMN,67,-140,ImnavaitCreek,20
PopIMN_5,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,69.2,54,1.88,1.79,3.612716763,2018-02-06,21,24,0.875,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,5,IMN,67,-140,ImnavaitCreek,20
PopIMN_7,ImnavaitCreek,68.61736,-149.3092,925,"KeporukRidge,Alaska","Sagavarirktokglaciation300,000-600,000years",,"EdRustetter,ErinGleeson,GusShaver",,,,,BER,Alaska,40.2,46.2,1.82,1.33,6.218905473,2018-02-01,23,60,0.383333333,"Sagavarirktokglaciation300,000-600,000years",207,July262017,,IMN,7,IMN,67,-140,ImnavaitCreek,20
PopIq_10,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,59,60,,,4.237288136,,,,,,249,Sept62017,,Iq,10,Iq,63.7467,-68.517,IqaluitNunavut,8.5
PopIq_13,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,92.4,66,1.66,0.95,2.705627706,,,,,,249,Sept62017,,Iq,13,Iq,63.7467,-68.517,IqaluitNunavut,8.5
PopIq_15,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,70.6,133,,,3.541076487,,,,,,249,Sept62017,,Iq,15,Iq,63.7467,-68.517,IqaluitNunavut,8.5
PopIq_16,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,26,67,1.73,1.07,9.615384615,,,,,,249,Sept62017,,Iq,16,Iq,63.7467,-68.517,IqaluitNunavut,8.5
PopIq_17,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,61,65.2,,,4.098360656,,,,,,249,Sept62017,,Iq,17,Iq,63.7467,-68.517,IqaluitNunavut,8.5
PopIq_2,Iqaluit,63.7467,-68.517,,,,,GregHenry,,,,,NUN,Nunavut,80.8,27.8,,,3.094059406,,,,,,249,Sept62017,,Iq,2,Iq,63.7467,-68.517,IqaluitNunavut,8.5
